,obs_id,obs_type,point_id,dither_id,start_time,RA,Dec,PA,lon,lat,ec_pa
0,1,WS,1,0,2023-06-26 11:59:23+00:00,31.5258,-47.6687,53.8236,2.8921,-54.9175,89.9759
1,1,WS,2,1,2023-06-26 12:17:05+00:00,31.5325,-47.7036,53.8187,2.8626,-54.9484,90.0
2,1,WS,3,2,2023-06-26 12:34:47+00:00,31.5596,-47.7285,53.7986,2.8626,-54.9792,90.0
3,1,WS,4,3,2023-06-26 12:52:29+00:00,31.5663,-47.7634,53.7936,2.8331,-55.01,90.0242
4,2,WS,5,0,2023-06-26 13:12:36+00:00,32.3351,-48.2325,53.3693,3.0714,-55.6929,89.9752
5,2,WS,6,1,2023-06-26 13:30:18+00:00,32.3423,-48.2673,53.364,3.0413,-55.7237,90.0
6,2,WS,7,2,2023-06-26 13:48:00+00:00,32.37,-48.2921,53.3433,3.0413,-55.7545,90.0
7,2,WS,8,3,2023-06-26 14:05:42+00:00,32.3772,-48.3269,53.3379,3.0112,-55.7854,90.0249
8,3,WS,9,0,2023-06-26 14:25:50+00:00,33.2283,-48.7579,52.936,3.3562,-56.4682,89.9744
9,3,WS,10,1,2023-06-26 14:43:32+00:00,33.236,-48.7927,52.9303,3.3255,-56.499,90.0
10,3,WS,11,2,2023-06-26 15:01:14+00:00,33.2642,-48.8173,52.909,3.3255,-56.5299,90.0
11,3,WS,12,3,2023-06-26 15:18:56+00:00,33.2719,-48.8521,52.9032,3.2948,-56.5607,90.0256
12,4,WS,13,0,2023-06-26 15:39:02+00:00,34.0031,-49.3456,52.4233,3.4437,-57.2434,89.9736
13,4,WS,14,1,2023-06-26 15:56:44+00:00,34.0114,-49.3804,52.4171,3.4124,-57.2743,90.0
14,4,WS,15,2,2023-06-26 16:14:26+00:00,34.0403,-49.4048,52.3951,3.4124,-57.3051,90.0
15,4,WS,16,3,2023-06-26 16:32:08+00:00,34.0486,-49.4396,52.3888,3.381,-57.3359,90.0264
16,5,WS,17,0,2023-06-26 16:52:25+00:00,34.2832,-50.1876,51.6167,2.7429,-58.0187,89.9728
17,5,WS,18,1,2023-06-26 17:10:07+00:00,34.2924,-50.2223,51.6097,2.7109,-58.0495,90.0
18,5,WS,19,2,2023-06-26 17:27:49+00:00,34.3223,-50.2465,51.5867,2.7109,-58.0803,90.0
19,5,WS,20,3,2023-06-26 17:45:31+00:00,34.3315,-50.2812,51.5796,2.6788,-58.1112,90.0272
20,6,WS,21,0,2023-06-26 18:05:37+00:00,35.1418,-50.7432,51.0842,2.8961,-58.7938,89.972
21,6,WS,22,1,2023-06-26 18:23:19+00:00,35.1516,-50.7778,51.0766,2.8634,-58.8247,90.0
22,6,WS,23,2,2023-06-26 18:41:01+00:00,35.1823,-50.8018,51.0529,2.8634,-58.8555,90.0
23,6,WS,24,3,2023-06-26 18:58:43+00:00,35.1921,-50.8364,51.0453,2.8306,-58.8863,90.0281
24,7,WS,25,0,2023-06-26 19:18:51+00:00,35.7433,-51.4354,50.3717,2.6124,-59.5689,89.9711
25,7,WS,26,1,2023-06-26 19:36:33+00:00,35.7539,-51.47,50.3634,2.579,-59.5998,90.0
26,7,WS,27,2,2023-06-26 19:54:15+00:00,35.7855,-51.4937,50.3387,2.579,-59.6306,90.0
27,7,WS,28,3,2023-06-26 20:11:57+00:00,35.7962,-51.5282,50.3303,2.5454,-59.6614,90.0289
28,8,WS,29,0,2023-06-26 20:32:03+00:00,36.5896,-52.0073,49.7675,2.6831,-60.344,89.9702
29,8,WS,30,1,2023-06-26 20:49:45+00:00,36.601,-52.0418,49.7586,2.6488,-60.3748,90.0
30,8,WS,31,2,2023-06-26 21:07:27+00:00,36.6334,-52.0653,49.733,2.6488,-60.4056,90.0
31,8,WS,32,3,2023-06-26 21:25:09+00:00,36.6448,-52.0998,49.724,2.6145,-60.4365,90.0299
32,9,WS,33,0,2023-06-26 21:45:16+00:00,37.5561,-52.5214,49.2095,2.9207,-61.1189,89.9693
33,9,WS,34,1,2023-06-26 22:02:58+00:00,37.5681,-52.5558,49.2,2.8856,-61.1498,90.0
34,9,WS,35,2,2023-06-26 22:20:40+00:00,37.6013,-52.5791,49.1737,2.8856,-61.1806,90.0
35,9,WS,36,3,2023-06-26 22:38:22+00:00,37.6134,-52.6135,49.1641,2.8504,-61.2114,90.0308
36,10,WS,37,0,2023-06-26 22:59:17+00:00,40.1127,-54.2771,47.088,2.8467,-63.4435,89.9661
37,10,WS,38,1,2023-06-26 23:16:59+00:00,40.1274,-54.3112,47.076,2.8088,-63.4743,90.0
38,10,WS,39,2,2023-06-26 23:34:41+00:00,40.1634,-54.3338,47.0468,2.8088,-63.5052,90.0
39,10,WS,40,3,2023-06-26 23:52:23+00:00,40.1782,-54.3679,47.0348,2.7707,-63.536,90.034
40,11,WS,41,0,2023-06-27 00:12:28+00:00,41.0147,-54.8488,46.3298,2.8221,-64.2182,89.9649
41,11,WS,42,1,2023-06-27 00:30:10+00:00,41.0304,-54.8828,46.317,2.7832,-64.2491,90.0
42,11,WS,43,2,2023-06-27 00:47:52+00:00,41.0674,-54.905,46.2867,2.7832,-64.2799,90.0
43,11,WS,44,3,2023-06-27 01:05:34+00:00,41.0832,-54.939,46.2738,2.7441,-64.3107,90.0352
44,12,WS,45,0,2023-06-27 01:26:02+00:00,42.527,-55.0899,46.0594,3.8949,-64.9929,89.9637
45,12,WS,46,1,2023-06-27 01:43:44+00:00,42.5431,-55.1238,46.0462,3.8548,-65.0237,90.0
46,12,WS,47,2,2023-06-27 02:01:26+00:00,42.5805,-55.146,46.0155,3.8548,-65.0545,90.0
47,12,WS,48,3,2023-06-27 02:19:08+00:00,42.5966,-55.18,46.0022,3.8146,-65.0854,90.0365
48,13,WS,49,0,2023-06-27 02:39:23+00:00,43.1595,-55.823,44.9755,3.2773,-65.7674,89.9623
49,13,WS,50,1,2023-06-27 02:57:05+00:00,43.177,-55.8568,44.9611,3.236,-65.7982,90.0
50,13,WS,51,2,2023-06-27 03:14:47+00:00,43.2159,-55.8786,44.9289,3.236,-65.8291,90.0
51,13,WS,52,3,2023-06-27 03:32:29+00:00,43.2335,-55.9124,44.9143,3.1946,-65.8599,90.0378
52,14,WS,53,0,2023-06-27 03:52:35+00:00,44.1987,-56.338,44.2043,3.3785,-66.5419,89.9609
53,14,WS,54,1,2023-06-27 04:10:17+00:00,44.2173,-56.3716,44.1889,3.3359,-66.5727,90.0
54,14,WS,55,2,2023-06-27 04:27:59+00:00,44.2573,-56.3931,44.1556,3.3359,-66.6035,90.0
55,14,WS,56,3,2023-06-27 04:45:41+00:00,44.2759,-56.4267,44.1401,3.2932,-66.6344,90.0392
56,15,WS,57,0,2023-06-27 05:06:05+00:00,45.6632,-56.6158,43.8338,4.3043,-67.3162,89.9594
57,15,WS,58,1,2023-06-27 05:23:47+00:00,45.6823,-56.6493,43.8178,4.2604,-67.3471,90.0
58,15,WS,59,2,2023-06-27 05:41:29+00:00,45.7228,-56.6707,43.784,4.2604,-67.3779,90.0
59,15,WS,60,3,2023-06-27 05:59:11+00:00,45.742,-56.7042,43.7679,4.2163,-67.4087,90.0407
60,16,WS,61,0,2023-06-27 06:19:42+00:00,46.1369,-57.4731,42.3383,3.1194,-68.0905,89.9579
61,16,WS,62,1,2023-06-27 06:37:24+00:00,46.1581,-57.5064,42.3204,3.074,-68.1213,90.0
62,16,WS,63,2,2023-06-27 06:55:06+00:00,46.2006,-57.5272,42.2846,3.074,-68.1522,90.0
63,16,WS,64,3,2023-06-27 07:12:48+00:00,46.2219,-57.5605,42.2666,3.0284,-68.183,90.0423
64,17,WS,65,0,2023-06-27 07:33:01+00:00,47.4529,-57.8487,41.7138,3.6452,-68.8647,89.9562
65,17,WS,66,1,2023-06-27 07:50:43+00:00,47.475,-57.8818,41.6951,3.5982,-68.8955,90.0
66,17,WS,67,2,2023-06-27 08:08:25+00:00,47.5183,-57.9023,41.6584,3.5982,-68.9263,90.0
67,17,WS,68,3,2023-06-27 08:26:07+00:00,47.5405,-57.9355,41.6396,3.551,-68.9572,90.044
68,18,WS,69,0,2023-06-27 08:46:12+00:00,48.5157,-58.3825,40.7277,3.5577,-69.6387,89.9543
69,18,WS,70,1,2023-06-27 09:03:54+00:00,48.5392,-58.4155,40.7077,3.509,-69.6696,90.0
70,18,WS,71,2,2023-06-27 09:21:36+00:00,48.5838,-58.4356,40.6697,3.509,-69.7004,90.0
71,18,WS,72,3,2023-06-27 09:39:18+00:00,48.6074,-58.4685,40.6495,3.46,-69.7312,90.0459
72,19,WS,73,0,2023-06-27 09:59:23+00:00,49.666,-58.873,39.7802,3.5966,-70.4126,89.9524
73,19,WS,74,1,2023-06-27 10:17:05+00:00,49.6909,-58.9057,39.7589,3.546,-70.4435,90.0
74,19,WS,75,2,2023-06-27 10:34:47+00:00,49.7368,-58.9254,39.7196,3.546,-70.4743,90.0
75,19,WS,76,3,2023-06-27 10:52:29+00:00,49.7618,-58.9582,39.6981,3.4953,-70.5051,90.0478
76,20,WS,77,0,2023-06-27 11:12:38+00:00,50.6845,-59.4572,38.5516,3.2239,-71.1864,89.9503
77,20,WS,78,1,2023-06-27 11:30:20+00:00,50.7112,-59.4896,38.5286,3.1714,-71.2173,90.0
78,20,WS,79,2,2023-06-27 11:48:02+00:00,50.7587,-59.5088,38.4876,3.1714,-71.2481,90.0
79,20,WS,80,3,2023-06-27 12:05:44+00:00,50.7855,-59.5413,38.4645,3.1186,-71.2789,90.05
80,21,WS,81,0,2023-06-27 12:26:00+00:00,52.128,-59.7809,37.8985,3.8506,-71.9601,89.948
81,21,WS,82,1,2023-06-27 12:43:42+00:00,52.1557,-59.8132,37.8746,3.7959,-71.9909,90.0
82,21,WS,83,2,2023-06-27 13:01:24+00:00,52.2041,-59.8322,37.8327,3.7959,-72.0218,90.0
83,21,WS,84,3,2023-06-27 13:19:06+00:00,52.2319,-59.8644,37.8087,3.7409,-72.0526,90.0523
84,22,WS,85,0,2023-06-27 13:39:42+00:00,54.4691,-60.8131,35.4296,3.4002,-73.5069,89.9428
85,22,WS,86,1,2023-06-27 13:57:24+00:00,54.5005,-60.8448,35.4022,3.3405,-73.5378,90.0
86,22,WS,87,2,2023-06-27 14:15:06+00:00,54.5521,-60.8626,35.3571,3.3405,-73.5686,90.0
87,22,WS,88,3,2023-06-27 14:32:48+00:00,54.5836,-60.8943,35.3295,3.2805,-73.5994,90.0576
88,23,WS,89,0,2023-06-27 14:52:55+00:00,55.8504,-61.2049,34.4363,3.6271,-74.2801,89.9398
89,23,WS,90,1,2023-06-27 15:10:37+00:00,55.8833,-61.2363,34.4075,3.5645,-74.3109,90.0
90,23,WS,91,2,2023-06-27 15:28:19+00:00,55.9362,-61.2538,34.3611,3.5645,-74.3417,90.0
91,23,WS,92,3,2023-06-27 15:46:01+00:00,55.9693,-61.2851,34.3321,3.5016,-74.3726,90.0606
92,24,WS,93,0,2023-06-27 16:06:07+00:00,57.2414,-61.6,33.3733,3.7947,-75.053,89.9365
93,24,WS,94,1,2023-06-27 16:23:49+00:00,57.276,-61.6312,33.3429,3.729,-75.0838,90.0
94,24,WS,95,2,2023-06-27 16:41:31+00:00,57.3302,-61.6481,33.2952,3.729,-75.1147,90.0
95,24,WS,96,3,2023-06-27 16:59:13+00:00,57.365,-61.6792,33.2646,3.6629,-75.1455,90.0639
96,25,WS,97,0,2023-06-27 17:19:49+00:00,59.8929,-62.5284,30.5139,3.2696,-76.5982,89.9289
97,25,WS,98,1,2023-06-27 17:37:31+00:00,59.9318,-62.5586,30.4793,3.1965,-76.629,90.0
98,25,WS,99,2,2023-06-27 17:55:13+00:00,59.9895,-62.5743,30.4281,3.1965,-76.6599,90.0
99,25,WS,100,3,2023-06-27 18:12:55+00:00,60.0286,-62.6045,30.3934,3.1229,-76.6907,90.0716
100,26,WS,101,0,2023-06-27 18:33:03+00:00,61.2863,-62.968,28.9937,2.9855,-77.3704,89.9244
101,26,WS,102,1,2023-06-27 18:50:45+00:00,61.3277,-62.9978,28.9569,2.908,-77.4012,90.0
102,26,WS,103,2,2023-06-27 19:08:27+00:00,61.3871,-63.0127,28.904,2.908,-77.4321,90.0
103,26,WS,104,3,2023-06-27 19:26:09+00:00,61.4286,-63.0424,28.867,2.8299,-77.4629,90.0762
104,27,WS,105,0,2023-06-27 19:47:23+00:00,62.0194,-62.3907,31.3248,6.0417,-77.3704,89.9244
105,27,WS,106,1,2023-06-27 20:05:05+00:00,62.0573,-62.4212,31.2912,5.9643,-77.4012,90.0
106,27,WS,107,2,2023-06-27 20:22:47+00:00,62.1142,-62.4372,31.2408,5.9643,-77.4321,90.0
107,27,WS,108,3,2023-06-27 20:40:29+00:00,62.1522,-62.4677,31.207,5.8862,-77.4629,90.0762
108,28,WS,109,0,2023-06-27 21:01:17+00:00,58.9358,-61.7838,32.9822,4.9356,-75.8257,89.9329
109,28,WS,110,1,2023-06-27 21:18:59+00:00,58.971,-61.8147,32.9512,4.8664,-75.8566,90.0
110,28,WS,111,2,2023-06-27 21:36:41+00:00,59.0259,-61.8315,32.9029,4.8664,-75.8874,90.0
111,28,WS,112,3,2023-06-27 21:54:23+00:00,59.0612,-61.8625,32.8717,4.7968,-75.9182,90.0675
112,29,WS,113,0,2023-06-27 22:15:05+00:00,58.0384,-61.0405,35.2132,6.4227,-75.053,89.9365
113,29,WS,114,1,2023-06-27 22:32:47+00:00,58.0703,-61.0721,35.1853,6.357,-75.0838,90.0
114,29,WS,115,2,2023-06-27 22:50:29+00:00,58.1225,-61.0899,35.1397,6.357,-75.1147,90.0
115,29,WS,116,3,2023-06-27 23:08:11+00:00,58.1545,-61.1215,35.1116,6.2909,-75.1455,90.0639
116,30,WS,117,0,2023-06-27 23:28:26+00:00,56.6631,-60.6482,36.1511,6.1465,-74.2801,89.9398
117,30,WS,118,1,2023-06-27 23:46:08+00:00,56.6936,-60.6801,36.1246,6.0839,-74.3109,90.0
118,30,WS,119,2,2023-06-28 00:03:50+00:00,56.7445,-60.6983,36.0803,6.0839,-74.3417,90.0
119,30,WS,120,3,2023-06-28 00:21:32+00:00,56.775,-60.7301,36.0536,6.021,-74.3726,90.0606
120,31,WS,121,0,2023-06-28 00:41:48+00:00,55.2829,-60.2677,37.0059,5.7832,-73.5069,89.9428
121,31,WS,122,1,2023-06-28 00:59:30+00:00,55.312,-60.2998,36.9807,5.7235,-73.5378,90.0
122,31,WS,123,2,2023-06-28 01:17:12+00:00,55.3618,-60.3183,36.9374,5.7235,-73.5686,90.0
123,31,WS,124,3,2023-06-28 01:34:54+00:00,55.391,-60.3504,36.912,5.6635,-73.5994,90.0576
124,32,WS,125,0,2023-06-28 01:55:28+00:00,53.6293,-60.0722,37.3167,4.606,-72.7336,89.9455
125,32,WS,126,1,2023-06-28 02:13:10+00:00,53.6579,-60.1043,37.2919,4.5489,-72.7644,90.0
126,32,WS,127,2,2023-06-28 02:30:52+00:00,53.7071,-60.123,37.2493,4.5489,-72.7953,90.0
127,32,WS,128,3,2023-06-28 02:48:34+00:00,53.7358,-60.1552,37.2243,4.4916,-72.8261,90.0548
128,33,WS,129,0,2023-06-28 03:09:15+00:00,52.9757,-59.243,39.2828,6.0747,-71.9601,89.948
129,33,WS,130,1,2023-06-28 03:26:57+00:00,53.0014,-59.2756,39.2607,6.02,-71.9909,90.0
130,33,WS,131,2,2023-06-28 03:44:39+00:00,53.0481,-59.2951,39.2205,6.02,-72.0218,90.0
131,33,WS,132,3,2023-06-28 04:02:21+00:00,53.074,-59.3277,39.1983,5.965,-72.0526,90.0523
132,34,WS,133,0,2023-06-28 04:22:44+00:00,51.5175,-58.9347,39.8159,5.3155,-71.1864,89.9503
133,34,WS,134,1,2023-06-28 04:40:26+00:00,51.5424,-58.9675,39.7946,5.263,-71.2173,90.0
134,34,WS,135,2,2023-06-28 04:58:08+00:00,51.5884,-58.9872,39.7552,5.263,-71.2481,90.0
135,34,WS,136,3,2023-06-28 05:15:50+00:00,51.6134,-59.0199,39.7338,5.2102,-71.2789,90.05
136,35,WS,137,0,2023-06-28 05:36:06+00:00,50.5269,-58.3467,40.9885,5.6591,-70.4126,89.9524
137,35,WS,138,1,2023-06-28 05:53:48+00:00,50.5501,-58.3797,40.9687,5.6086,-70.4435,90.0
138,35,WS,139,2,2023-06-28 06:11:30+00:00,50.5945,-58.3999,40.9309,5.6086,-70.4743,90.0
139,35,WS,140,3,2023-06-28 06:29:12+00:00,50.6178,-58.4329,40.911,5.5578,-70.5051,90.0478
140,36,WS,141,0,2023-06-28 06:49:26+00:00,49.3563,-57.8777,41.8251,5.4896,-69.6387,89.9543
141,36,WS,142,1,2023-06-28 07:07:08+00:00,49.3783,-57.9109,41.8065,5.4409,-69.6696,90.0
142,36,WS,143,2,2023-06-28 07:24:50+00:00,49.4215,-57.9314,41.7698,5.4409,-69.7004,90.0
143,36,WS,144,3,2023-06-28 07:42:32+00:00,49.4436,-57.9646,41.7511,5.392,-69.7312,90.0459
144,37,WS,145,0,2023-06-28 08:03:04+00:00,48.7883,-57.0666,43.3353,6.5904,-68.8647,89.9562
145,37,WS,146,1,2023-06-28 08:20:46+00:00,48.8081,-57.1001,43.3186,6.5434,-68.8955,90.0
146,37,WS,147,2,2023-06-28 08:38:28+00:00,48.8495,-57.1212,43.2839,6.5434,-68.9263,90.0
147,37,WS,148,3,2023-06-28 08:56:10+00:00,48.8694,-57.1547,43.2671,6.4962,-68.9572,90.044
148,38,WS,149,0,2023-06-28 09:16:55+00:00,46.9884,-56.9765,43.3072,4.9354,-68.0905,89.9579
149,38,WS,150,1,2023-06-28 09:34:37+00:00,47.0083,-57.01,43.2905,4.89,-68.1213,90.0
150,38,WS,151,2,2023-06-28 09:52:19+00:00,47.0495,-57.0311,43.2559,4.89,-68.1522,90.0
151,38,WS,152,3,2023-06-28 10:10:01+00:00,47.0695,-57.0646,43.2392,4.8444,-68.183,90.0423
152,39,WS,153,0,2023-06-28 10:30:34+00:00,46.522,-56.1289,44.7471,6.0693,-67.3162,89.9594
153,39,WS,154,1,2023-06-28 10:48:16+00:00,46.5399,-56.1626,44.7323,6.0254,-67.3471,90.0
154,39,WS,155,2,2023-06-28 11:05:58+00:00,46.5793,-56.1843,44.6996,6.0254,-67.3779,90.0
155,39,WS,156,3,2023-06-28 11:23:40+00:00,46.5973,-56.218,44.6846,5.9813,-67.4087,90.0407
156,40,WS,157,0,2023-06-28 11:44:08+00:00,45.0688,-55.8471,45.073,5.1126,-66.5419,89.9609
157,40,WS,158,1,2023-06-28 12:01:50+00:00,45.0862,-55.8809,45.0586,5.07,-66.5727,90.0
158,40,WS,159,2,2023-06-28 12:19:32+00:00,45.1251,-55.9027,45.0265,5.07,-66.6035,90.0
159,40,WS,160,3,2023-06-28 12:37:14+00:00,45.1426,-55.9365,45.0119,5.0273,-66.6344,90.0392
160,41,WS,161,0,2023-06-28 12:57:28+00:00,44.0247,-55.3411,45.7873,4.9501,-65.7674,89.9623
161,41,WS,162,1,2023-06-28 13:15:10+00:00,44.0411,-55.375,45.7737,4.9088,-65.7982,90.0
162,41,WS,163,2,2023-06-28 13:32:52+00:00,44.079,-55.3971,45.7426,4.9088,-65.8291,90.0
163,41,WS,164,3,2023-06-28 13:50:34+00:00,44.0955,-55.431,45.7289,4.8674,-65.8599,90.0378
164,42,WS,165,0,2023-06-28 14:10:54+00:00,43.3913,-54.6173,46.8238,5.5182,-64.9929,89.9637
165,42,WS,166,1,2023-06-28 14:28:36+00:00,43.4064,-54.6514,46.8115,5.4782,-65.0237,90.0
166,42,WS,167,2,2023-06-28 14:46:18+00:00,43.4429,-54.6739,46.7817,5.4782,-65.0545,90.0
167,42,WS,168,3,2023-06-28 15:04:00+00:00,43.4581,-54.7079,46.7693,5.4379,-65.0854,90.0365
168,43,WS,169,0,2023-06-28 15:24:25+00:00,42.0437,-54.2884,47.1858,4.7038,-64.2182,89.9649
169,43,WS,170,1,2023-06-28 15:42:07+00:00,42.0583,-54.3225,47.174,4.6649,-64.2491,90.0
170,43,WS,171,2,2023-06-28 15:59:49+00:00,42.0942,-54.3452,47.1447,4.6649,-64.2799,90.0
171,43,WS,172,3,2023-06-28 16:17:31+00:00,42.1089,-54.3793,47.1328,4.6258,-64.3107,90.0352
172,44,WS,173,0,2023-06-28 16:37:45+00:00,41.2137,-53.6849,47.953,4.8093,-63.4435,89.9661
173,44,WS,174,1,2023-06-28 16:55:27+00:00,41.2273,-53.7192,47.942,4.7714,-63.4743,90.0
174,44,WS,175,2,2023-06-28 17:13:09+00:00,41.2622,-53.7421,47.9139,4.7714,-63.5052,90.0
175,44,WS,176,3,2023-06-28 17:30:51+00:00,41.2759,-53.7763,47.9028,4.7333,-63.536,90.034
176,45,WS,177,0,2023-06-28 17:51:15+00:00,39.9117,-53.3381,48.321,4.0466,-62.6687,89.9672
177,45,WS,178,1,2023-06-28 18:08:57+00:00,39.9249,-53.3724,48.3104,4.0097,-62.6996,90.0
178,45,WS,179,2,2023-06-28 18:26:39+00:00,39.9593,-53.3954,48.2828,4.0097,-62.7304,90.0
179,45,WS,180,3,2023-06-28 18:44:21+00:00,39.9725,-53.4297,48.2722,3.9727,-62.7612,90.0329
180,46,WS,181,0,2023-06-28 19:04:39+00:00,38.7743,-52.9069,48.8003,3.5591,-61.8939,89.9683
181,46,WS,182,1,2023-06-28 19:22:21+00:00,38.7869,-52.9412,48.7903,3.5231,-61.9247,90.0
182,46,WS,183,2,2023-06-28 19:40:03+00:00,38.8206,-52.9644,48.7634,3.5231,-61.9555,90.0
183,46,WS,184,3,2023-06-28 19:57:45+00:00,38.8332,-52.9988,48.7533,3.4871,-61.9864,90.0318
184,47,WS,185,0,2023-06-28 20:18:10+00:00,38.4197,-52.0707,49.785,4.3582,-61.1189,89.9693
185,47,WS,186,1,2023-06-28 20:35:52+00:00,38.431,-52.1052,49.776,4.3232,-61.1498,90.0
186,47,WS,187,2,2023-06-28 20:53:34+00:00,38.4635,-52.1287,49.7504,4.3232,-61.1806,90.0
187,47,WS,188,3,2023-06-28 21:11:16+00:00,38.4749,-52.1632,49.7414,4.288,-61.2114,90.0308
188,48,WS,189,0,2023-06-28 21:31:31+00:00,37.4464,-51.5636,50.3083,4.0801,-60.344,89.9702
189,48,WS,190,1,2023-06-28 21:49:13+00:00,37.4571,-51.5982,50.2999,4.0458,-60.3748,90.0
190,48,WS,191,2,2023-06-28 22:06:55+00:00,37.4889,-51.6219,50.2751,4.0458,-60.4056,90.0
191,48,WS,192,3,2023-06-28 22:24:37+00:00,37.4996,-51.6564,50.2666,4.0115,-60.4365,90.0299
192,49,WS,193,0,2023-06-28 22:44:50+00:00,36.601,-50.995,50.8857,3.9841,-59.5689,89.9711
193,49,WS,194,1,2023-06-28 23:02:32+00:00,36.611,-51.0296,50.878,3.9506,-59.5998,90.0
194,49,WS,195,2,2023-06-28 23:20:14+00:00,36.642,-51.0535,50.8539,3.9506,-59.6306,90.0
195,49,WS,196,3,2023-06-28 23:37:56+00:00,36.6521,-51.0881,50.8461,3.9171,-59.6614,90.0289
196,50,WS,197,0,2023-06-28 23:58:11+00:00,35.9949,-50.3096,51.5719,4.2362,-58.7938,89.972
197,50,WS,198,1,2023-06-29 00:15:53+00:00,36.0041,-50.3442,51.5648,4.2035,-58.8247,90.0
198,50,WS,199,2,2023-06-29 00:33:35+00:00,36.0341,-50.3684,51.5417,4.2035,-58.8555,90.0
199,50,WS,200,3,2023-06-29 00:51:17+00:00,36.0434,-50.4031,51.5345,4.1707,-58.8863,90.0281
200,51,WS,201,0,2023-06-29 01:11:31+00:00,35.1376,-49.7564,52.0812,4.0618,-58.0187,89.9728
201,51,WS,202,1,2023-06-29 01:29:13+00:00,35.1462,-49.7911,52.0746,4.0298,-58.0495,90.0
202,51,WS,203,2,2023-06-29 01:46:55+00:00,35.1756,-49.8154,52.0522,4.0298,-58.0803,90.0
203,51,WS,204,3,2023-06-29 02:04:37+00:00,35.1843,-49.8502,52.0455,3.9977,-58.1112,90.0272
204,52,WS,205,0,2023-06-29 02:24:59+00:00,34.8459,-48.9251,52.8638,4.7254,-57.2434,89.9736
205,52,WS,206,1,2023-06-29 02:42:41+00:00,34.8537,-48.9599,52.858,4.6941,-57.2743,90.0
206,52,WS,207,2,2023-06-29 03:00:23+00:00,34.8821,-48.9845,52.8366,4.6941,-57.3051,90.0
